,SessionID,ItemID,Time
164,48,24764,1460131200.0
165,48,24764,1460131200.0
166,48,24764,1460131200.0
167,48,24764,1460131200.0
168,48,24764,1460131200.0
169,51,75611,1460131200.0
170,53,6096,1459699200.0
171,53,6096,1459699200.0
172,53,6096,1459699200.0
173,54,54759,1459699200.0
174,55,208138,1459699200.0
175,56,20138,1462723200.0
176,56,381701,1462723200.0
177,56,381701,1462723200.0
178,56,377512,1462723200.0
179,56,375980,1462723200.0
180,56,376089,1462723200.0
181,56,376526,1462723200.0
182,56,376526,1462723200.0
183,56,376526,1462723200.0
184,56,378922,1462723200.0
185,56,378729,1462723200.0
186,56,381813,1462723200.0
187,57,44384,1462723200.0
188,59,30893,1462723200.0
189,59,1407,1462723200.0
190,59,2391,1462723200.0
191,59,4016,1462723200.0
192,59,5691,1462723200.0
193,59,5691,1462723200.0
194,60,22128,1462723200.0
195,60,22128,1462723200.0
196,62,380235,1462550400.0
197,63,14763,1462723200.0
198,63,380340,1462723200.0
199,63,380340,1462723200.0
200,63,378944,1462723200.0
201,64,81575,1462723200.0
202,65,2809,1460044800.0
203,65,2809,1460044800.0
204,66,49360,1460131200.0
205,66,216104,1460131200.0
206,66,3680,1460131200.0
207,66,69390,1460131200.0
208,67,32005,1460131200.0
209,67,10589,1460131200.0
210,67,10589,1460131200.0
211,67,10589,1460131200.0
212,67,10589,1460131200.0
213,67,15507,1460131200.0
214,67,38707,1460131200.0
215,67,8379,1460131200.0
216,67,66764,1460131200.0
217,67,66765,1460131200.0
218,67,68301,1460131200.0
219,67,24578,1460131200.0
220,67,90377,1460131200.0
221,68,368353,1460131200.0
222,68,280626,1460131200.0
223,68,280626,1460131200.0
224,68,280626,1460131200.0
225,68,280626,1460131200.0
226,68,280626,1460131200.0
227,68,280626,1460131200.0
228,68,251609,1460131200.0
229,68,14614,1460131200.0
230,68,14614,1460131200.0
231,68,14614,1460131200.0
232,68,14614,1460131200.0
233,68,380235,1460131200.0
234,70,4151,1460131200.0
235,70,55269,1460131200.0
236,70,34142,1460131200.0
237,70,35818,1460131200.0
238,70,7747,1460131200.0
239,71,38073,1460131200.0
240,71,1296,1460131200.0
241,71,16116,1460131200.0
242,71,145697,1460131200.0
243,71,22099,1460131200.0
244,71,63076,1460131200.0
245,71,154670,1460131200.0
246,71,3563,1460131200.0
247,71,3563,1460131200.0
248,71,170561,1460131200.0
249,73,84116,1462723200.0
250,75,14912,1460044800.0
251,75,40921,1460044800.0
252,76,32902,1460044800.0
253,76,148626,1460044800.0
254,76,90683,1460044800.0
255,77,30058,1459958400.0
256,77,30294,1459958400.0
257,77,8732,1459958400.0
258,77,9582,1459958400.0
259,77,2745,1459958400.0
260,77,35640,1459958400.0
261,77,131319,1459958400.0
262,79,8734,1459958400.0
263,79,8735,1459958400.0
264,79,8735,1459958400.0
265,79,16074,1459958400.0
266,79,294153,1459958400.0
267,79,74731,1459958400.0
268,79,74731,1459958400.0
269,79,11297,1459958400.0
270,79,43824,1459958400.0
271,79,45236,1459958400.0
272,79,45236,1459958400.0
273,79,18566,1459958400.0
274,79,18566,1459958400.0
275,79,45355,1459958400.0
276,79,45355,1459958400.0
277,79,45355,1459958400.0
278,79,88452,1459958400.0
279,79,135792,1459958400.0
280,79,135792,1459958400.0
281,79,130835,1459958400.0
282,79,125919,1459958400.0
283,79,125920,1459958400.0
284,79,125920,1459958400.0
285,81,10858,1462723200.0
286,81,54281,1462723200.0
287,83,15391,1460217600.0
288,84,23094,1460044800.0
289,84,383298,1460044800.0
290,85,2442,1460044800.0
291,85,44612,1460044800.0
292,85,90702,1460044800.0
293,86,31500,1460044800.0
294,86,31500,1460044800.0
295,86,21864,1460044800.0
296,87,36700,1458576000.0
297,87,36700,1458576000.0
298,87,11524,1458576000.0
299,88,82691,1458576000.0
300,88,82691,1458576000.0
301,88,82691,1458576000.0
302,88,39471,1458576000.0
303,88,39471,1458576000.0
304,88,127098,1458576000.0
305,88,11419,1458576000.0
306,88,44394,1458576000.0
307,88,34093,1458576000.0
308,88,87471,1458576000.0
309,88,132807,1458576000.0
310,88,132879,1458576000.0
311,88,106324,1458576000.0
312,88,19942,1458576000.0
313,88,14234,1458576000.0
314,88,126406,1458576000.0
315,88,36621,1458576000.0
316,88,36621,1458576000.0
317,88,14600,1458576000.0
318,89,3122,1458576000.0
319,90,11119,1460044800.0
320,90,92881,1460044800.0
321,92,4787,1460044800.0
322,92,80098,1460044800.0
323,92,169690,1460044800.0
324,93,25460,1460044800.0
325,93,48094,1460044800.0
326,93,37725,1460044800.0
327,93,30398,1460044800.0
328,93,30398,1460044800.0
329,93,8250,1460044800.0
330,93,31055,1460044800.0
331,93,9093,1460044800.0
332,93,98851,1460044800.0
333,93,19342,1460044800.0
334,93,19342,1460044800.0
335,93,126122,1460044800.0
336,94,33034,1460044800.0
337,96,35311,1462723200.0
338,96,35311,1462723200.0
339,96,35495,1462723200.0
340,97,14677,1462723200.0
341,99,34300,1462723200.0
342,100,32342,1458576000.0
343,100,124947,1458576000.0
344,100,84517,1458576000.0
345,100,17050,1458576000.0
346,100,17050,1458576000.0
347,100,23288,1458576000.0
348,100,23288,1458576000.0
349,100,66682,1458576000.0
350,100,128859,1458576000.0
351,100,25781,1458576000.0
352,101,25007,1459958400.0
353,102,34559,1460044800.0
354,103,352,1460044800.0
355,104,10691,1458489600.0
356,104,10691,1458489600.0
357,104,10691,1458489600.0
358,104,10858,1458489600.0
359,104,10858,1458489600.0
360,104,33404,1458489600.0
361,105,2818,1458489600.0
362,105,157362,1458489600.0
363,105,164206,1458489600.0
364,105,58140,1458489600.0
365,105,14170,1458489600.0
366,105,90683,1458489600.0
367,106,14312,1458489600.0
368,106,62040,1458489600.0
369,106,10458,1458489600.0
370,106,170416,1458489600.0
371,106,43654,1458489600.0
372,106,45002,1458489600.0
373,106,36055,1458489600.0
374,106,107210,1458489600.0
375,106,90603,1458489600.0
376,106,14912,1458489600.0
377,106,14912,1458489600.0
378,106,107546,1458489600.0
379,106,164713,1458489600.0
380,106,58998,1458489600.0
381,106,134,1458489600.0
382,106,20698,1458489600.0
383,106,70219,1458489600.0
384,106,70219,1458489600.0
385,106,159361,1458489600.0
386,106,7884,1458489600.0
387,106,144613,1458489600.0
388,106,168282,1458489600.0
389,106,109704,1458489600.0
390,106,166617,1458489600.0
391,106,71338,1458489600.0
392,106,1180,1458489600.0
393,106,163155,1458489600.0
394,106,1671,1458489600.0
395,106,153734,1458489600.0
396,106,51535,1458489600.0
397,106,40921,1458489600.0
398,106,127397,1458489600.0
399,106,52123,1458489600.0
400,106,9934,1458489600.0
401,106,130105,1458489600.0
402,106,4479,1458489600.0
403,106,106176,1458489600.0
404,106,78103,1458489600.0
405,106,46437,1458489600.0
406,106,29091,1458489600.0
407,106,135896,1458489600.0
408,106,6185,1458489600.0
409,106,171294,1458489600.0
410,106,171307,1458489600.0
411,106,6291,1458489600.0
412,106,167987,1458489600.0
413,106,14116,1458489600.0
414,106,164412,1458489600.0
415,106,14310,1458489600.0
416,106,126446,1458489600.0
417,106,36708,1458489600.0
418,106,171611,1458489600.0
419,106,171648,1458489600.0
420,106,25886,1458489600.0
421,108,86161,1460131200.0
422,108,682,1460131200.0
423,108,10299,1460131200.0
424,108,11989,1460131200.0
425,108,75104,1460131200.0
426,108,33914,1460131200.0
427,108,34952,1460131200.0
428,109,12233,1460131200.0
429,109,48286,1460131200.0
430,109,30378,1460131200.0
431,109,30455,1460131200.0
432,109,30455,1460131200.0
433,109,33256,1460131200.0
434,109,6365,1460131200.0
435,109,36717,1460131200.0
436,110,81021,1460131200.0
437,110,144629,1460131200.0
438,110,8549,1460131200.0
439,110,8993,1460131200.0
440,110,136201,1460131200.0
441,112,35099,1460131200.0
442,112,47412,1460131200.0
443,113,34053,1460131200.0
444,113,18860,1460131200.0
445,113,67779,1460131200.0
446,113,57076,1460131200.0
447,113,46225,1460131200.0
448,113,46225,1460131200.0
449,113,46225,1460131200.0
450,113,407250,1460131200.0
451,113,46293,1460131200.0
452,113,46509,1460131200.0
453,113,130768,1460131200.0
454,113,130768,1460131200.0
455,113,24522,1460131200.0
456,113,24522,1460131200.0
457,113,46644,1460131200.0
458,113,57590,1460131200.0
459,113,90105,1460131200.0
460,113,47114,1460131200.0
461,113,68899,1460131200.0
462,113,131216,1460131200.0
463,113,7446,1460131200.0
464,113,7447,1460131200.0
465,113,136612,1460131200.0
466,114,180836,1458576000.0
467,115,50344,1458576000.0
468,115,66114,1458576000.0
469,116,5560,1458576000.0
470,116,83537,1458576000.0
471,117,7068,1458576000.0
472,117,62079,1458576000.0
473,117,130874,1458576000.0
474,118,82292,1458576000.0
475,118,62762,1458576000.0
476,119,8917,1458576000.0
477,119,52895,1458576000.0
478,119,52895,1458576000.0
479,119,62123,1458576000.0
480,119,58277,1458576000.0
481,120,12030,1462550400.0
482,120,56006,1462550400.0
483,120,4869,1462550400.0
484,120,175818,1462550400.0
485,120,90675,1462550400.0
486,122,83484,1458576000.0
487,122,32138,1458576000.0
488,122,63620,1458576000.0
489,122,11855,1458576000.0
490,124,11945,1458576000.0
491,125,3676,1458576000.0
492,125,12841,1458576000.0
493,125,79141,1458576000.0
494,125,79141,1458576000.0
495,125,79178,1458576000.0
496,125,35495,1458576000.0
497,125,46805,1458576000.0
498,125,6964,1458576000.0
499,126,89925,1458576000.0
500,126,68520,1458576000.0
501,127,4124,1458576000.0
502,127,66675,1458576000.0
503,127,79218,1458576000.0
504,128,83655,1458576000.0
505,128,132732,1458576000.0
506,128,11719,1458576000.0
507,128,4454,1458576000.0
508,128,58749,1458576000.0
509,128,192,1458576000.0
510,128,80661,1458576000.0
511,128,30312,1458576000.0
512,128,48772,1458576000.0
513,128,26432,1458576000.0
514,128,30859,1458576000.0
515,128,30859,1458576000.0
516,128,30859,1458576000.0
517,128,49340,1458576000.0
518,128,111071,1458576000.0
519,128,111071,1458576000.0
520,128,113231,1458576000.0
521,128,9306,1458576000.0
522,128,62763,1458576000.0
523,128,73711,1458576000.0
524,128,18498,1458576000.0
525,128,4886,1458576000.0
526,128,125927,1458576000.0
527,128,68423,1458576000.0
528,128,24883,1458576000.0
529,128,126237,1458576000.0
530,128,131133,1458576000.0
531,128,19741,1458576000.0
532,128,13905,1458576000.0
533,128,6436,1458576000.0
534,128,7033,1458576000.0
535,129,7837,1458576000.0
536,131,265582,1462723200.0
537,131,195553,1462723200.0
538,131,246216,1462723200.0
539,131,141347,1462723200.0
540,131,372654,1462723200.0
541,131,25760,1462723200.0
542,131,300641,1462723200.0
543,131,139528,1462723200.0
544,131,405016,1462723200.0
545,131,178447,1462723200.0
546,131,196036,1462723200.0
547,132,33034,1462464000.0
548,132,161099,1462464000.0
549,133,34605,1458576000.0
550,133,125621,1458576000.0
551,133,27047,1458576000.0
552,133,2681,1458576000.0
553,133,85135,1458576000.0
554,133,10250,1458576000.0
555,133,2980,1458576000.0
556,133,176654,1458576000.0
557,133,75267,1458576000.0
558,133,75267,1458576000.0
559,133,75267,1458576000.0
560,133,3325,1458576000.0
561,133,125599,1458576000.0
562,133,34910,1458576000.0
563,133,35914,1458576000.0
564,133,36126,1458576000.0
565,133,36126,1458576000.0
566,134,7974,1458576000.0
567,134,36556,1458576000.0
568,137,130823,1462464000.0
569,137,5372,1462464000.0
570,137,36515,1462464000.0
571,137,173671,1462464000.0
572,137,203487,1462464000.0
573,137,203487,1462464000.0
574,137,205010,1462464000.0
575,138,167930,1462464000.0
576,138,57874,1462464000.0
577,139,41905,1462464000.0
578,139,12726,1462464000.0
579,139,47736,1462464000.0
580,141,9737,1462464000.0
581,141,2360,1462464000.0
582,142,1013,1462464000.0
583,143,226620,1462464000.0
584,144,22715,1462464000.0
585,146,2087,1462464000.0
586,146,32082,1462464000.0
587,146,2673,1462464000.0
588,147,30340,1462464000.0
589,147,30340,1462464000.0
590,147,30340,1462464000.0
591,147,30340,1462464000.0
592,147,30340,1462464000.0
593,147,30340,1462464000.0
594,147,30366,1462464000.0
595,147,30366,1462464000.0
596,147,30366,1462464000.0
597,147,30366,1462464000.0
598,147,30366,1462464000.0
599,147,48570,1462464000.0
600,147,9989,1462464000.0
601,147,302664,1462464000.0
602,148,85849,1462550400.0
603,148,188217,1462550400.0
604,148,10856,1462550400.0
605,148,86227,1462550400.0
606,148,86227,1462550400.0
607,148,155745,1462550400.0
608,148,155745,1462550400.0
609,149,7005,1462550400.0
610,149,7005,1462550400.0
611,149,7005,1462550400.0
612,149,7005,1462550400.0
613,149,36878,1462550400.0
614,149,47586,1462550400.0
615,149,36885,1462550400.0
616,150,79520,1462464000.0
617,150,25911,1462464000.0
618,151,161528,1462464000.0
619,151,175874,1462464000.0
620,152,24067,1462464000.0
621,152,24753,1462464000.0
622,152,13607,1462464000.0
623,152,13607,1462464000.0
624,152,6478,1462464000.0
625,153,30761,1462464000.0
626,153,801,1462464000.0
627,154,84626,1462464000.0
628,155,9999,1462464000.0
629,156,21638,1462550400.0
630,156,7779,1462550400.0
631,156,42163,1462550400.0
632,156,3299,1462550400.0
633,156,68351,1462550400.0
634,157,11664,1462550400.0
635,157,421,1462550400.0
636,157,421,1462550400.0
637,157,170363,1462550400.0
638,158,7481,1458662400.0
639,159,2253,1458662400.0
640,160,114824,1458662400.0
641,160,114824,1458662400.0
642,160,34038,1458662400.0
643,161,69273,1458662400.0
644,161,7104,1458662400.0
645,162,10713,1458576000.0
646,162,8328,1458576000.0
647,162,49920,1458576000.0
648,162,34952,1458576000.0
649,163,40834,1458576000.0
650,163,9550,1458576000.0
651,163,9550,1458576000.0
652,163,83972,1458576000.0
653,163,83972,1458576000.0
654,163,83972,1458576000.0
655,163,62496,1458576000.0
656,163,46871,1458576000.0
657,163,79956,1458576000.0
658,163,126695,1458576000.0
659,164,169217,1458576000.0
660,165,89710,1458576000.0
661,165,90622,1458576000.0
662,165,126615,1458576000.0
663,166,378729,1462636800.0
664,167,41580,1462636800.0
665,167,30696,1462636800.0
666,167,60795,1462636800.0
667,168,36266,1462636800.0
668,169,6074,1458576000.0
669,169,90454,1458576000.0
670,169,90454,1458576000.0
671,170,40988,1455984000.0
672,171,33836,1455984000.0
673,171,56241,1455984000.0
674,171,56514,1455984000.0
675,172,10263,1455984000.0
676,172,10691,1455984000.0
677,172,10858,1455984000.0
678,172,47373,1455984000.0
679,172,36602,1455984000.0
680,172,36602,1455984000.0
681,173,104616,1455984000.0
682,174,35885,1455984000.0
683,174,35885,1455984000.0
684,174,30947,1455984000.0
685,175,7095,1462636800.0
686,175,380235,1462636800.0
687,175,380235,1462636800.0
688,177,4076,1462636800.0
689,178,13931,1462723200.0
690,178,13931,1462723200.0
691,179,31233,1462723200.0
692,181,8404,1458576000.0
693,181,7726,1458576000.0
694,182,3655,1458576000.0
695,183,33890,1458576000.0
696,183,4603,1458576000.0
697,183,4926,1458576000.0
698,184,33886,1462550400.0
699,185,72562,1462550400.0
700,186,68815,1462550400.0
701,186,6302,1462550400.0
702,186,6302,1462550400.0
703,186,25215,1462550400.0
704,186,207876,1462550400.0
705,186,385702,1462550400.0
706,186,379860,1462550400.0
707,186,379043,1462550400.0
708,187,13064,1462636800.0
709,187,35473,1462636800.0
710,187,7010,1462636800.0
711,187,36885,1462636800.0
712,187,90621,1462636800.0
713,187,211850,1462636800.0
714,187,7088,1462636800.0
715,188,182014,1462636800.0
716,188,236201,1462636800.0
717,188,93152,1462636800.0
718,188,16826,1462636800.0
719,188,2458,1462636800.0
720,188,227042,1462636800.0
721,188,57201,1462636800.0
722,188,162305,1462636800.0
723,188,126422,1462636800.0
724,192,14758,1462636800.0
725,192,7398,1462636800.0
726,193,59,1453132800.0
727,194,51250,1462636800.0
728,194,51250,1462636800.0
729,194,134789,1462636800.0
730,194,161080,1462636800.0
731,195,67926,1462636800.0
732,195,435263,1462636800.0
733,196,10674,1454601600.0
734,196,30792,1454601600.0
735,196,6913,1454601600.0
736,196,6913,1454601600.0
737,197,33655,1454688000.0
738,197,489123,1454688000.0
739,197,24194,1454688000.0
740,198,1356,1464105600.0
741,199,85571,1464105600.0
742,199,234568,1464105600.0
743,200,16486,1464105600.0
744,200,16486,1464105600.0
745,201,61761,1462636800.0
746,201,127197,1462636800.0
747,201,138324,1462636800.0
748,201,218374,1462636800.0
749,201,297991,1462636800.0
750,201,50887,1462636800.0
751,201,40123,1462636800.0
752,201,11770,1462636800.0
753,201,156673,1462636800.0
754,201,125587,1462636800.0
755,201,23884,1462636800.0
756,201,20166,1462636800.0
757,203,36271,1464105600.0
758,203,25833,1464105600.0
759,203,25833,1464105600.0
760,203,25833,1464105600.0
761,204,81175,1464105600.0
762,205,379018,1464105600.0
763,205,375650,1464105600.0
764,205,375650,1464105600.0
765,206,14851,1464105600.0
766,209,38035,1464105600.0
767,209,10296,1464105600.0
768,209,28201,1464105600.0
769,210,106591,1464105600.0
770,211,32082,1464105600.0
771,212,379023,1464105600.0
772,213,377923,1464105600.0
773,214,10237,1464105600.0
774,214,10237,1464105600.0
775,214,47310,1464105600.0
776,215,36031,1464105600.0
777,215,13748,1464105600.0
778,215,47167,1464105600.0
779,215,6510,1464105600.0
780,215,14124,1464105600.0
781,215,6848,1464105600.0
782,215,14441,1464105600.0
783,215,7100,1464105600.0
784,216,10988,1464105600.0
785,216,9581,1464105600.0
786,216,84577,1464105600.0
787,216,84577,1464105600.0
788,216,63620,1464105600.0
789,216,41935,1464105600.0
790,216,41935,1464105600.0
791,216,13661,1464105600.0
792,216,29769,1464105600.0
793,217,72130,1454601600.0
794,217,113372,1454601600.0
795,217,83401,1454601600.0
796,217,83401,1454601600.0
797,217,170172,1454601600.0
798,217,170172,1454601600.0
799,217,170172,1454601600.0
800,217,98333,1454601600.0
801,217,33240,1454601600.0
802,217,42933,1454601600.0
803,217,66031,1454601600.0
804,217,76811,1454601600.0
805,217,87476,1454601600.0
806,217,87476,1454601600.0
807,217,194264,1454601600.0
808,219,12319,1454601600.0
809,219,8158,1454601600.0
810,220,11177,1464105600.0
811,220,11177,1464105600.0
812,222,40985,1462636800.0
813,222,47017,1462636800.0
814,222,47135,1462636800.0
815,222,13954,1462636800.0
816,222,13954,1462636800.0
817,224,13043,1454688000.0
818,224,5582,1454688000.0
819,224,35981,1454688000.0
820,224,6308,1454688000.0
821,224,36272,1454688000.0
822,224,36272,1454688000.0
823,224,13931,1454688000.0
824,227,35981,1457020800.0
825,228,36738,1457020800.0
826,228,69350,1457020800.0
827,228,69350,1457020800.0
828,228,69350,1457020800.0
829,229,5825,1457020800.0
830,229,68590,1457020800.0
831,230,58998,1457020800.0
832,230,4076,1457020800.0
833,230,4076,1457020800.0
834,230,23761,1457020800.0
835,230,78103,1457020800.0
836,231,51760,1457020800.0
837,231,51760,1457020800.0
838,231,52423,1457020800.0
839,231,52423,1457020800.0
840,231,52423,1457020800.0
841,231,22861,1457020800.0
842,231,33530,1457020800.0
843,231,33530,1457020800.0
844,232,74933,1457020800.0
845,232,74933,1457020800.0
846,232,64599,1457020800.0
847,232,13189,1457020800.0
848,232,13189,1457020800.0
849,232,13189,1457020800.0
850,232,13189,1457020800.0
851,233,11017,1457020800.0
852,233,7544,1457020800.0
853,233,7545,1457020800.0
854,233,34592,1457020800.0
855,233,12145,1457020800.0
856,234,88887,1457020800.0
857,234,13749,1457020800.0
858,236,95117,1454688000.0
859,236,8756,1454688000.0
860,236,8756,1454688000.0
861,236,8756,1454688000.0
862,236,8756,1454688000.0
863,236,82691,1454688000.0
864,236,82691,1454688000.0
865,236,1329,1454688000.0
866,236,42605,1454688000.0
867,236,17450,1454688000.0
868,236,34093,1454688000.0
869,236,34093,1454688000.0
870,236,34093,1454688000.0
871,236,28367,1454688000.0
872,238,57717,1461513600.0
873,238,57717,1461513600.0
874,238,57717,1461513600.0
875,238,13281,1461513600.0
876,238,35715,1461513600.0
877,239,10193,1454688000.0
878,239,11385,1454688000.0
879,239,34192,1454688000.0
880,239,34192,1454688000.0
881,239,34192,1454688000.0
882,239,34192,1454688000.0
883,239,135915,1454688000.0
884,239,135915,1454688000.0
885,239,128613,1454688000.0
886,239,47363,1454688000.0
887,239,47363,1454688000.0
888,239,47363,1454688000.0
889,239,431155,1454688000.0
890,240,1299,1462723200.0
891,240,2176,1462723200.0
892,240,16952,1462723200.0
893,240,18635,1462723200.0
894,240,89791,1462723200.0
895,240,89791,1462723200.0
896,240,13574,1462723200.0
897,240,13574,1462723200.0
898,240,13574,1462723200.0
899,240,36181,1462723200.0
900,240,175662,1462723200.0
901,240,168017,1462723200.0
902,240,47412,1462723200.0
903,240,14222,1462723200.0
904,240,14222,1462723200.0
905,240,36584,1462723200.0
906,241,6848,1459526400.0
907,242,78211,1462723200.0
908,242,78211,1462723200.0
909,242,78211,1462723200.0
910,244,15642,1462723200.0
911,244,15642,1462723200.0
912,244,15642,1462723200.0
913,244,117877,1462723200.0
914,245,12319,1462723200.0
915,245,12319,1462723200.0
916,245,36685,1462723200.0
917,248,13326,1457020800.0
918,248,13326,1457020800.0
919,248,13326,1457020800.0
920,248,13558,1457020800.0
921,248,13595,1457020800.0
922,249,50551,1457107200.0
923,249,11881,1457107200.0
924,250,20748,1457107200.0
925,250,22470,1457107200.0
926,250,84873,1457107200.0
927,250,41781,1457107200.0
928,250,41781,1457107200.0
929,250,170414,1457107200.0
930,250,5986,1457107200.0
931,253,13545,1457107200.0
932,255,645,1457107200.0
933,255,31033,1457107200.0
934,255,159774,1457107200.0
935,255,10858,1457107200.0
936,257,120347,1457020800.0
937,257,33919,1457020800.0
938,257,33919,1457020800.0
939,257,26149,1457020800.0
940,257,707,1457020800.0
941,257,62441,1457020800.0
942,257,20054,1457020800.0
943,259,79526,1454774400.0
944,259,6078,1454774400.0
945,259,47296,1454774400.0
946,259,47296,1454774400.0
947,260,25274,1454774400.0
948,260,522549,1454774400.0
949,261,80424,1454774400.0
950,262,39403,1454774400.0
951,262,1296,1454774400.0
952,263,126879,1454774400.0
953,265,30700,1464105600.0
954,265,129757,1464105600.0
955,265,174366,1464105600.0
956,265,22587,1464105600.0
957,265,63798,1464105600.0
958,265,85571,1464105600.0
959,265,85571,1464105600.0
960,265,3171,1464105600.0
961,265,290874,1464105600.0
962,265,4433,1464105600.0
963,265,4433,1464105600.0
964,265,88444,1464105600.0
965,265,88444,1464105600.0
966,265,379049,1464105600.0
967,269,74476,1454688000.0
968,270,30166,1464105600.0
969,270,37583,1464105600.0
970,270,647,1464105600.0
971,270,134412,1464105600.0
972,270,134412,1464105600.0
973,270,134412,1464105600.0
974,270,252535,1464105600.0
975,270,252535,1464105600.0
976,271,38600,1464105600.0
977,271,22271,1464105600.0
978,271,421763,1464105600.0
979,271,421763,1464105600.0
980,271,16920,1464105600.0
981,271,16920,1464105600.0
982,271,22715,1464105600.0
983,271,22715,1464105600.0
984,271,139656,1464105600.0
985,271,139656,1464105600.0
986,271,139656,1464105600.0
987,271,139656,1464105600.0
988,271,139656,1464105600.0
989,271,139656,1464105600.0
990,271,139656,1464105600.0
991,271,139656,1464105600.0
992,271,85558,1464105600.0
993,271,6615,1464105600.0
994,271,375107,1464105600.0
995,271,376543,1464105600.0
996,272,7468,1464105600.0
997,273,1159,1464105600.0
